wavelength,flux_original,flux_processed,ivar
4899.0849609375,13.250731825828552,0.15062774648164712,0.0006786780254169546
4899.536865234375,-44.546682834625244,0.15753168102617446,0.000617436471600722
4899.98681640625,17.965991735458374,0.16733485573648335,0.000598963597159583
4900.43798828125,24.20684814453125,0.17800922068890043,0.0005439997622128007
4900.8900146484375,75.98952960968018,0.18963108088240493,0.000589199809767836
4901.342041015625,46.219343423843384,0.20159204279566567,0.0005880337016695775
4901.79345703125,44.69149112701416,0.21351551186679243,0.0005352938023880989
4902.243408203125,71.33734893798828,0.2256508436997194,0.0005874712405581954
4902.695556640625,51.41271495819092,0.23823176503453286,0.000704630917514564
4903.1478271484375,35.08154094219208,0.2510930865174196,0.0006446362579063401
4903.60009765625,78.82326316833496,0.2636772169284982,0.0005968360239120667
4904.049560546875,36.7233190536499,0.2762513835596631,0.0006832475917389536
4904.501953125,62.8421516418457,0.2875800215237043,0.0007679922720569409
4904.954345703125,53.758605003356934,0.2994320949532991,0.0007603647126910177
4905.4066162109375,56.95553684234619,0.3110768952373635,0.0007576606919914677
4905.85791015625,50.507972240448,0.32254349464328297,0.0007368206480690096
4906.3089599609375,68.1135892868042,0.3338617879980088,0.0005840259896350162
4906.761474609375,53.31832408905029,0.3447562217355949,0.0005277462941224238
4907.2139892578125,49.72705364227295,0.35511338013833926,0.0006265741819673553
4907.6658935546875,64.2762098312378,0.36486138384126443,0.0006074713991323672
4908.1165771484375,81.73318195343018,0.3739246055448884,0.0005382062027954945
4908.5693359375,79.21188354492188,0.3815526295476935,0.0006350751673173781
4909.02197265625,77.09021759033203,0.38992603966038597,0.0005934854302611316
4909.4747314453125,67.84075355529785,0.3944277537288198,0.000638462740313023
4909.925537109375,82.76020812988281,0.3993629058688775,0.0006575767861469324
4910.3778076171875,70.7594747543335,0.40492466742106364,0.0006231715824357651
4910.83056640625,72.12385559082031,0.4071324105460771,0.0006550239377536178
4911.28369140625,62.05821990966797,0.4069029533470889,0.0007119970622784771
4911.7359619140625,74.54197788238525,0.4095342593994589,0.0006500706298247963
4912.18701171875,65.17375755310059,0.4113971412904076,0.0005900481847252782
4912.64013671875,64.04659271240234,0.4125145347901634,0.0005756068650469009
4913.09326171875,85.87648391723633,0.4135395574908709,0.0007024717413812744
4913.54638671875,91.92129325866699,0.4006290150833507,0.0005887744544876546
4913.99658203125,81.05539035797119,0.39606604121911393,0.0005695712847917457
4914.4498291015625,67.00261783599854,0.38735207639346175,0.000605417649946379
4914.9033203125,71.52381324768066,0.38842585551294384,0.0005938600963803791
4915.3564453125,84.58964729309082,0.38756203014370993,0.0005659572097889132
4915.8084716796875,71.3253870010376,0.3841491230071022,0.0005465954651714733
